,Date,Country/Region,Lat,Long,Cases,Country,nuevos_infectados,tasa_contagio
6409,2020-03-12,Cameroon,3.8480000000000003,11.5021,2,Cameroon,-1.0,-0.3333333333333333
6561,2020-03-13,Cameroon,3.8480000000000003,11.5021,2,Cameroon,-3.0,-0.6
6713,2020-03-14,Cameroon,3.8480000000000003,11.5021,2,Cameroon,-5.0,-0.7142857142857143
6865,2020-03-15,Cameroon,3.8480000000000003,11.5021,2,Cameroon,-5.0,-0.7142857142857143
7017,2020-03-16,Cameroon,3.8480000000000003,11.5021,4,Cameroon,-3.0,-0.42857142857142855
7169,2020-03-17,Cameroon,3.8480000000000003,11.5021,10,Cameroon,-23.0,-0.696969696969697
26,2020-01-22,Canada,542.6528999999999,-977.7832,0,Canada,0.0,
178,2020-01-23,Canada,542.6528999999999,-977.7832,0,Canada,0.0,
330,2020-01-24,Canada,542.6528999999999,-977.7832,0,Canada,0.0,
482,2020-01-25,Canada,542.6528999999999,-977.7832,0,Canada,0.0,
634,2020-01-26,Canada,542.6528999999999,-977.7832,1,Canada,1.0,inf
786,2020-01-27,Canada,542.6528999999999,-977.7832,1,Canada,1.0,inf
938,2020-01-28,Canada,542.6528999999999,-977.7832,2,Canada,2.0,inf
1090,2020-01-29,Canada,542.6528999999999,-977.7832,2,Canada,2.0,inf
1242,2020-01-30,Canada,542.6528999999999,-977.7832,2,Canada,2.0,inf
1394,2020-01-31,Canada,542.6528999999999,-977.7832,4,Canada,4.0,inf
1546,2020-02-01,Canada,542.6528999999999,-977.7832,4,Canada,4.0,inf
3218,2020-02-02,Canada,542.6528999999999,-977.7832,4,Canada,4.0,inf
4890,2020-02-03,Canada,542.6528999999999,-977.7832,4,Canada,4.0,inf
5042,2020-02-04,Canada,542.6528999999999,-977.7832,4,Canada,4.0,inf
5194,2020-02-05,Canada,542.6528999999999,-977.7832,5,Canada,5.0,inf
5346,2020-02-06,Canada,542.6528999999999,-977.7832,5,Canada,5.0,inf
5498,2020-02-07,Canada,542.6528999999999,-977.7832,7,Canada,7.0,inf
5650,2020-02-08,Canada,542.6528999999999,-977.7832,7,Canada,7.0,inf
5802,2020-02-09,Canada,542.6528999999999,-977.7832,7,Canada,7.0,inf
1698,2020-02-10,Canada,542.6528999999999,-977.7832,7,Canada,7.0,inf
1850,2020-02-11,Canada,542.6528999999999,-977.7832,7,Canada,7.0,inf
2002,2020-02-12,Canada,542.6528999999999,-977.7832,7,Canada,7.0,inf
2154,2020-02-13,Canada,542.6528999999999,-977.7832,7,Canada,7.0,inf
2306,2020-02-14,Canada,542.6528999999999,-977.7832,7,Canada,7.0,inf
2458,2020-02-15,Canada,542.6528999999999,-977.7832,7,Canada,7.0,inf
2610,2020-02-16,Canada,542.6528999999999,-977.7832,7,Canada,7.0,inf
2762,2020-02-17,Canada,542.6528999999999,-977.7832,8,Canada,8.0,inf
2914,2020-02-18,Canada,542.6528999999999,-977.7832,8,Canada,8.0,inf
3066,2020-02-19,Canada,542.6528999999999,-977.7832,8,Canada,8.0,inf
3370,2020-02-20,Canada,542.6528999999999,-977.7832,8,Canada,8.0,inf
3522,2020-02-21,Canada,542.6528999999999,-977.7832,9,Canada,9.0,inf
3674,2020-02-22,Canada,542.6528999999999,-977.7832,9,Canada,9.0,inf
3826,2020-02-23,Canada,542.6528999999999,-977.7832,9,Canada,9.0,inf
3978,2020-02-24,Canada,542.6528999999999,-977.7832,10,Canada,10.0,inf
4130,2020-02-25,Canada,542.6528999999999,-977.7832,11,Canada,11.0,inf
4282,2020-02-26,Canada,542.6528999999999,-977.7832,11,Canada,11.0,inf
4434,2020-02-27,Canada,542.6528999999999,-977.7832,13,Canada,13.0,inf
4586,2020-02-28,Canada,542.6528999999999,-977.7832,14,Canada,14.0,inf
4738,2020-02-29,Canada,542.6528999999999,-977.7832,20,Canada,20.0,inf
5954,2020-03-01,Canada,542.6528999999999,-977.7832,24,Canada,24.0,inf
7322,2020-03-02,Canada,542.6528999999999,-977.7832,27,Canada,27.0,inf
7474,2020-03-03,Canada,542.6528999999999,-977.7832,30,Canada,30.0,inf
7626,2020-03-04,Canada,542.6528999999999,-977.7832,33,Canada,33.0,inf
7778,2020-03-05,Canada,542.6528999999999,-977.7832,37,Canada,37.0,inf
7930,2020-03-06,Canada,542.6528999999999,-977.7832,49,Canada,48.0,48.0
8082,2020-03-07,Canada,542.6528999999999,-977.7832,54,Canada,53.0,53.0
8234,2020-03-08,Canada,542.6528999999999,-977.7832,64,Canada,62.0,31.0
8386,2020-03-09,Canada,542.6528999999999,-977.7832,77,Canada,75.0,37.5
6106,2020-03-10,Canada,542.6528999999999,-977.7832,79,Canada,77.0,38.5
6258,2020-03-11,Canada,542.6528999999999,-977.7832,108,Canada,106.0,53.0
6410,2020-03-12,Canada,542.6528999999999,-977.7832,117,Canada,115.0,57.5
6562,2020-03-13,Canada,542.6528999999999,-977.7832,193,Canada,191.0,95.5
6714,2020-03-14,Canada,542.6528999999999,-977.7832,198,Canada,196.0,98.0
6866,2020-03-15,Canada,542.6528999999999,-977.7832,252,Canada,250.0,125.0
7018,2020-03-16,Canada,542.6528999999999,-977.7832,415,Canada,411.0,102.75
7170,2020-03-17,Canada,542.6528999999999,-977.7832,478,Canada,468.0,46.8
27,2020-01-22,Central African Republic,6.6111,20.9394,0,Central African Republic,0.0,
179,2020-01-23,Central African Republic,6.6111,20.9394,0,Central African Republic,0.0,
331,2020-01-24,Central African Republic,6.6111,20.9394,0,Central African Republic,0.0,
483,2020-01-25,Central African Republic,6.6111,20.9394,0,Central African Republic,0.0,
635,2020-01-26,Central African Republic,6.6111,20.9394,0,Central African Republic,-1.0,-1.0
787,2020-01-27,Central African Republic,6.6111,20.9394,0,Central African Republic,-1.0,-1.0
939,2020-01-28,Central African Republic,6.6111,20.9394,0,Central African Republic,-2.0,-1.0
1091,2020-01-29,Central African Republic,6.6111,20.9394,0,Central African Republic,-2.0,-1.0
1243,2020-01-30,Central African Republic,6.6111,20.9394,0,Central African Republic,-2.0,-1.0
1395,2020-01-31,Central African Republic,6.6111,20.9394,0,Central African Republic,-4.0,-1.0
1547,2020-02-01,Central African Republic,6.6111,20.9394,0,Central African Republic,-4.0,-1.0
3219,2020-02-02,Central African Republic,6.6111,20.9394,0,Central African Republic,-4.0,-1.0
4891,2020-02-03,Central African Republic,6.6111,20.9394,0,Central African Republic,-4.0,-1.0
5043,2020-02-04,Central African Republic,6.6111,20.9394,0,Central African Republic,-4.0,-1.0
5195,2020-02-05,Central African Republic,6.6111,20.9394,0,Central African Republic,-5.0,-1.0
5347,2020-02-06,Central African Republic,6.6111,20.9394,0,Central African Republic,-5.0,-1.0
5499,2020-02-07,Central African Republic,6.6111,20.9394,0,Central African Republic,-7.0,-1.0
5651,2020-02-08,Central African Republic,6.6111,20.9394,0,Central African Republic,-7.0,-1.0
5803,2020-02-09,Central African Republic,6.6111,20.9394,0,Central African Republic,-7.0,-1.0
1699,2020-02-10,Central African Republic,6.6111,20.9394,0,Central African Republic,-7.0,-1.0
1851,2020-02-11,Central African Republic,6.6111,20.9394,0,Central African Republic,-7.0,-1.0
2003,2020-02-12,Central African Republic,6.6111,20.9394,0,Central African Republic,-7.0,-1.0
2155,2020-02-13,Central African Republic,6.6111,20.9394,0,Central African Republic,-7.0,-1.0
2307,2020-02-14,Central African Republic,6.6111,20.9394,0,Central African Republic,-7.0,-1.0
2459,2020-02-15,Central African Republic,6.6111,20.9394,0,Central African Republic,-7.0,-1.0
2611,2020-02-16,Central African Republic,6.6111,20.9394,0,Central African Republic,-7.0,-1.0
2763,2020-02-17,Central African Republic,6.6111,20.9394,0,Central African Republic,-8.0,-1.0
2915,2020-02-18,Central African Republic,6.6111,20.9394,0,Central African Republic,-8.0,-1.0
3067,2020-02-19,Central African Republic,6.6111,20.9394,0,Central African Republic,-8.0,-1.0
3371,2020-02-20,Central African Republic,6.6111,20.9394,0,Central African Republic,-8.0,-1.0
3523,2020-02-21,Central African Republic,6.6111,20.9394,0,Central African Republic,-9.0,-1.0
3675,2020-02-22,Central African Republic,6.6111,20.9394,0,Central African Republic,-9.0,-1.0
3827,2020-02-23,Central African Republic,6.6111,20.9394,0,Central African Republic,-9.0,-1.0
3979,2020-02-24,Central African Republic,6.6111,20.9394,0,Central African Republic,-10.0,-1.0
4131,2020-02-25,Central African Republic,6.6111,20.9394,0,Central African Republic,-11.0,-1.0
4283,2020-02-26,Central African Republic,6.6111,20.9394,0,Central African Republic,-11.0,-1.0
4435,2020-02-27,Central African Republic,6.6111,20.9394,0,Central African Republic,-13.0,-1.0
4587,2020-02-28,Central African Republic,6.6111,20.9394,0,Central African Republic,-14.0,-1.0
4739,2020-02-29,Central African Republic,6.6111,20.9394,0,Central African Republic,-20.0,-1.0
5955,2020-03-01,Central African Republic,6.6111,20.9394,0,Central African Republic,-24.0,-1.0
7323,2020-03-02,Central African Republic,6.6111,20.9394,0,Central African Republic,-27.0,-1.0
7475,2020-03-03,Central African Republic,6.6111,20.9394,0,Central African Republic,-30.0,-1.0
7627,2020-03-04,Central African Republic,6.6111,20.9394,0,Central African Republic,-33.0,-1.0
7779,2020-03-05,Central African Republic,6.6111,20.9394,0,Central African Republic,-37.0,-1.0
7931,2020-03-06,Central African Republic,6.6111,20.9394,0,Central African Republic,-49.0,-1.0
8083,2020-03-07,Central African Republic,6.6111,20.9394,0,Central African Republic,-54.0,-1.0
8235,2020-03-08,Central African Republic,6.6111,20.9394,0,Central African Republic,-64.0,-1.0
8387,2020-03-09,Central African Republic,6.6111,20.9394,0,Central African Republic,-77.0,-1.0
6107,2020-03-10,Central African Republic,6.6111,20.9394,0,Central African Republic,-79.0,-1.0
6259,2020-03-11,Central African Republic,6.6111,20.9394,0,Central African Republic,-108.0,-1.0
6411,2020-03-12,Central African Republic,6.6111,20.9394,0,Central African Republic,-117.0,-1.0
6563,2020-03-13,Central African Republic,6.6111,20.9394,0,Central African Republic,-193.0,-1.0
6715,2020-03-14,Central African Republic,6.6111,20.9394,0,Central African Republic,-198.0,-1.0
6867,2020-03-15,Central African Republic,6.6111,20.9394,1,Central African Republic,-251.0,-0.996031746031746
7019,2020-03-16,Central African Republic,6.6111,20.9394,1,Central African Republic,-414.0,-0.9975903614457832
7171,2020-03-17,Central African Republic,6.6111,20.9394,1,Central African Republic,-477.0,-0.997907949790795
28,2020-01-22,Chile,-35.6751,-71.543,0,Chile,0.0,
180,2020-01-23,Chile,-35.6751,-71.543,0,Chile,0.0,
332,2020-01-24,Chile,-35.6751,-71.543,0,Chile,0.0,
484,2020-01-25,Chile,-35.6751,-71.543,0,Chile,0.0,
636,2020-01-26,Chile,-35.6751,-71.543,0,Chile,0.0,
788,2020-01-27,Chile,-35.6751,-71.543,0,Chile,0.0,
940,2020-01-28,Chile,-35.6751,-71.543,0,Chile,0.0,
1092,2020-01-29,Chile,-35.6751,-71.543,0,Chile,0.0,
1244,2020-01-30,Chile,-35.6751,-71.543,0,Chile,0.0,
1396,2020-01-31,Chile,-35.6751,-71.543,0,Chile,0.0,
1548,2020-02-01,Chile,-35.6751,-71.543,0,Chile,0.0,
3220,2020-02-02,Chile,-35.6751,-71.543,0,Chile,0.0,
4892,2020-02-03,Chile,-35.6751,-71.543,0,Chile,0.0,
5044,2020-02-04,Chile,-35.6751,-71.543,0,Chile,0.0,
5196,2020-02-05,Chile,-35.6751,-71.543,0,Chile,0.0,
5348,2020-02-06,Chile,-35.6751,-71.543,0,Chile,0.0,
5500,2020-02-07,Chile,-35.6751,-71.543,0,Chile,0.0,
5652,2020-02-08,Chile,-35.6751,-71.543,0,Chile,0.0,
5804,2020-02-09,Chile,-35.6751,-71.543,0,Chile,0.0,
1700,2020-02-10,Chile,-35.6751,-71.543,0,Chile,0.0,
1852,2020-02-11,Chile,-35.6751,-71.543,0,Chile,0.0,
2004,2020-02-12,Chile,-35.6751,-71.543,0,Chile,0.0,
2156,2020-02-13,Chile,-35.6751,-71.543,0,Chile,0.0,
2308,2020-02-14,Chile,-35.6751,-71.543,0,Chile,0.0,
2460,2020-02-15,Chile,-35.6751,-71.543,0,Chile,0.0,
2612,2020-02-16,Chile,-35.6751,-71.543,0,Chile,0.0,
2764,2020-02-17,Chile,-35.6751,-71.543,0,Chile,0.0,
2916,2020-02-18,Chile,-35.6751,-71.543,0,Chile,0.0,
3068,2020-02-19,Chile,-35.6751,-71.543,0,Chile,0.0,
3372,2020-02-20,Chile,-35.6751,-71.543,0,Chile,0.0,
3524,2020-02-21,Chile,-35.6751,-71.543,0,Chile,0.0,
3676,2020-02-22,Chile,-35.6751,-71.543,0,Chile,0.0,
3828,2020-02-23,Chile,-35.6751,-71.543,0,Chile,0.0,
3980,2020-02-24,Chile,-35.6751,-71.543,0,Chile,0.0,
4132,2020-02-25,Chile,-35.6751,-71.543,0,Chile,0.0,
4284,2020-02-26,Chile,-35.6751,-71.543,0,Chile,0.0,
4436,2020-02-27,Chile,-35.6751,-71.543,0,Chile,0.0,
4588,2020-02-28,Chile,-35.6751,-71.543,0,Chile,0.0,
4740,2020-02-29,Chile,-35.6751,-71.543,0,Chile,0.0,
5956,2020-03-01,Chile,-35.6751,-71.543,0,Chile,0.0,
7324,2020-03-02,Chile,-35.6751,-71.543,0,Chile,0.0,
7476,2020-03-03,Chile,-35.6751,-71.543,1,Chile,1.0,inf
7628,2020-03-04,Chile,-35.6751,-71.543,1,Chile,1.0,inf
7780,2020-03-05,Chile,-35.6751,-71.543,4,Chile,4.0,inf
7932,2020-03-06,Chile,-35.6751,-71.543,4,Chile,4.0,inf
8084,2020-03-07,Chile,-35.6751,-71.543,4,Chile,4.0,inf
8236,2020-03-08,Chile,-35.6751,-71.543,8,Chile,8.0,inf
8388,2020-03-09,Chile,-35.6751,-71.543,8,Chile,8.0,inf
6108,2020-03-10,Chile,-35.6751,-71.543,13,Chile,13.0,inf
6260,2020-03-11,Chile,-35.6751,-71.543,23,Chile,23.0,inf
6412,2020-03-12,Chile,-35.6751,-71.543,23,Chile,23.0,inf
6564,2020-03-13,Chile,-35.6751,-71.543,43,Chile,43.0,inf
6716,2020-03-14,Chile,-35.6751,-71.543,61,Chile,61.0,inf
6868,2020-03-15,Chile,-35.6751,-71.543,74,Chile,73.0,73.0
7020,2020-03-16,Chile,-35.6751,-71.543,155,Chile,154.0,154.0
7172,2020-03-17,Chile,-35.6751,-71.543,201,Chile,200.0,200.0
29,2020-01-22,China,1083.3366999999998,3684.4197000000004,548,China,548.0,inf
181,2020-01-23,China,1083.3366999999998,3684.4197000000004,643,China,643.0,inf
333,2020-01-24,China,1083.3366999999998,3684.4197000000004,920,China,920.0,inf
485,2020-01-25,China,1083.3366999999998,3684.4197000000004,1406,China,1406.0,inf
637,2020-01-26,China,1083.3366999999998,3684.4197000000004,2075,China,2075.0,inf
789,2020-01-27,China,1083.3366999999998,3684.4197000000004,2877,China,2877.0,inf
941,2020-01-28,China,1083.3366999999998,3684.4197000000004,5509,China,5509.0,inf
1093,2020-01-29,China,1083.3366999999998,3684.4197000000004,6087,China,6087.0,inf
1245,2020-01-30,China,1083.3366999999998,3684.4197000000004,8141,China,8141.0,inf
1397,2020-01-31,China,1083.3366999999998,3684.4197000000004,9802,China,9802.0,inf
1549,2020-02-01,China,1083.3366999999998,3684.4197000000004,11891,China,11891.0,inf
3221,2020-02-02,China,1083.3366999999998,3684.4197000000004,16630,China,16630.0,inf
4893,2020-02-03,China,1083.3366999999998,3684.4197000000004,19716,China,19716.0,inf
5045,2020-02-04,China,1083.3366999999998,3684.4197000000004,23707,China,23707.0,inf
5197,2020-02-05,China,1083.3366999999998,3684.4197000000004,27440,China,27440.0,inf
5349,2020-02-06,China,1083.3366999999998,3684.4197000000004,30587,China,30587.0,inf
5501,2020-02-07,China,1083.3366999999998,3684.4197000000004,34110,China,34110.0,inf
5653,2020-02-08,China,1083.3366999999998,3684.4197000000004,36814,China,36814.0,inf
5805,2020-02-09,China,1083.3366999999998,3684.4197000000004,39829,China,39829.0,inf
1701,2020-02-10,China,1083.3366999999998,3684.4197000000004,42354,China,42354.0,inf
1853,2020-02-11,China,1083.3366999999998,3684.4197000000004,44386,China,44386.0,inf
2005,2020-02-12,China,1083.3366999999998,3684.4197000000004,44759,China,44759.0,inf
2157,2020-02-13,China,1083.3366999999998,3684.4197000000004,59895,China,59895.0,inf
2309,2020-02-14,China,1083.3366999999998,3684.4197000000004,66358,China,66358.0,inf
2461,2020-02-15,China,1083.3366999999998,3684.4197000000004,68413,China,68413.0,inf
2613,2020-02-16,China,1083.3366999999998,3684.4197000000004,70513,China,70513.0,inf
2765,2020-02-17,China,1083.3366999999998,3684.4197000000004,72434,China,72434.0,inf
2917,2020-02-18,China,1083.3366999999998,3684.4197000000004,74211,China,74211.0,inf
3069,2020-02-19,China,1083.3366999999998,3684.4197000000004,74619,China,74619.0,inf
3373,2020-02-20,China,1083.3366999999998,3684.4197000000004,75077,China,75077.0,inf
3525,2020-02-21,China,1083.3366999999998,3684.4197000000004,75550,China,75550.0,inf
3677,2020-02-22,China,1083.3366999999998,3684.4197000000004,77001,China,77001.0,inf
3829,2020-02-23,China,1083.3366999999998,3684.4197000000004,77022,China,77022.0,inf
3981,2020-02-24,China,1083.3366999999998,3684.4197000000004,77241,China,77241.0,inf
4133,2020-02-25,China,1083.3366999999998,3684.4197000000004,77754,China,77754.0,inf
4285,2020-02-26,China,1083.3366999999998,3684.4197000000004,78166,China,78166.0,inf
4437,2020-02-27,China,1083.3366999999998,3684.4197000000004,78600,China,78600.0,inf
4589,2020-02-28,China,1083.3366999999998,3684.4197000000004,78928,China,78928.0,inf
4741,2020-02-29,China,1083.3366999999998,3684.4197000000004,79356,China,79356.0,inf
5957,2020-03-01,China,1083.3366999999998,3684.4197000000004,79932,China,79932.0,inf
7325,2020-03-02,China,1083.3366999999998,3684.4197000000004,80136,China,80136.0,inf
7477,2020-03-03,China,1083.3366999999998,3684.4197000000004,80261,China,80260.0,80260.0
7629,2020-03-04,China,1083.3366999999998,3684.4197000000004,80386,China,80385.0,80385.0
7781,2020-03-05,China,1083.3366999999998,3684.4197000000004,80537,China,80533.0,20133.25
7933,2020-03-06,China,1083.3366999999998,3684.4197000000004,80690,China,80686.0,20171.5
8085,2020-03-07,China,1083.3366999999998,3684.4197000000004,80770,China,80766.0,20191.5
8237,2020-03-08,China,1083.3366999999998,3684.4197000000004,80823,China,80815.0,10101.875
8389,2020-03-09,China,1083.3366999999998,3684.4197000000004,80860,China,80852.0,10106.5
6109,2020-03-10,China,1083.3366999999998,3684.4197000000004,80887,China,80874.0,6221.076923076923
6261,2020-03-11,China,1083.3366999999998,3684.4197000000004,80921,China,80898.0,3517.304347826087
6413,2020-03-12,China,1083.3366999999998,3684.4197000000004,80932,China,80909.0,3517.782608695652
6565,2020-03-13,China,1083.3366999999998,3684.4197000000004,80945,China,80902.0,1881.4418604651162
6717,2020-03-14,China,1083.3366999999998,3684.4197000000004,80977,China,80916.0,1326.4918032786886
6869,2020-03-15,China,1083.3366999999998,3684.4197000000004,81003,China,80929.0,1093.6351351351352
7021,2020-03-16,China,1083.3366999999998,3684.4197000000004,81033,China,80878.0,521.7935483870967
7173,2020-03-17,China,1083.3366999999998,3684.4197000000004,81058,China,80857.0,402.27363184079604
30,2020-01-22,Colombia,4.5709,-74.2973,0,Colombia,-548.0,-1.0
182,2020-01-23,Colombia,4.5709,-74.2973,0,Colombia,-643.0,-1.0
334,2020-01-24,Colombia,4.5709,-74.2973,0,Colombia,-920.0,-1.0
486,2020-01-25,Colombia,4.5709,-74.2973,0,Colombia,-1406.0,-1.0
638,2020-01-26,Colombia,4.5709,-74.2973,0,Colombia,-2075.0,-1.0
790,2020-01-27,Colombia,4.5709,-74.2973,0,Colombia,-2877.0,-1.0
942,2020-01-28,Colombia,4.5709,-74.2973,0,Colombia,-5509.0,-1.0
1094,2020-01-29,Colombia,4.5709,-74.2973,0,Colombia,-6087.0,-1.0
1246,2020-01-30,Colombia,4.5709,-74.2973,0,Colombia,-8141.0,-1.0
1398,2020-01-31,Colombia,4.5709,-74.2973,0,Colombia,-9802.0,-1.0
1550,2020-02-01,Colombia,4.5709,-74.2973,0,Colombia,-11891.0,-1.0
3222,2020-02-02,Colombia,4.5709,-74.2973,0,Colombia,-16630.0,-1.0
4894,2020-02-03,Colombia,4.5709,-74.2973,0,Colombia,-19716.0,-1.0
5046,2020-02-04,Colombia,4.5709,-74.2973,0,Colombia,-23707.0,-1.0
5198,2020-02-05,Colombia,4.5709,-74.2973,0,Colombia,-27440.0,-1.0
5350,2020-02-06,Colombia,4.5709,-74.2973,0,Colombia,-30587.0,-1.0
5502,2020-02-07,Colombia,4.5709,-74.2973,0,Colombia,-34110.0,-1.0
5654,2020-02-08,Colombia,4.5709,-74.2973,0,Colombia,-36814.0,-1.0
5806,2020-02-09,Colombia,4.5709,-74.2973,0,Colombia,-39829.0,-1.0
1702,2020-02-10,Colombia,4.5709,-74.2973,0,Colombia,-42354.0,-1.0
1854,2020-02-11,Colombia,4.5709,-74.2973,0,Colombia,-44386.0,-1.0
2006,2020-02-12,Colombia,4.5709,-74.2973,0,Colombia,-44759.0,-1.0
2158,2020-02-13,Colombia,4.5709,-74.2973,0,Colombia,-59895.0,-1.0
2310,2020-02-14,Colombia,4.5709,-74.2973,0,Colombia,-66358.0,-1.0
2462,2020-02-15,Colombia,4.5709,-74.2973,0,Colombia,-68413.0,-1.0
2614,2020-02-16,Colombia,4.5709,-74.2973,0,Colombia,-70513.0,-1.0
2766,2020-02-17,Colombia,4.5709,-74.2973,0,Colombia,-72434.0,-1.0
2918,2020-02-18,Colombia,4.5709,-74.2973,0,Colombia,-74211.0,-1.0
3070,2020-02-19,Colombia,4.5709,-74.2973,0,Colombia,-74619.0,-1.0
3374,2020-02-20,Colombia,4.5709,-74.2973,0,Colombia,-75077.0,-1.0
3526,2020-02-21,Colombia,4.5709,-74.2973,0,Colombia,-75550.0,-1.0
3678,2020-02-22,Colombia,4.5709,-74.2973,0,Colombia,-77001.0,-1.0
3830,2020-02-23,Colombia,4.5709,-74.2973,0,Colombia,-77022.0,-1.0
3982,2020-02-24,Colombia,4.5709,-74.2973,0,Colombia,-77241.0,-1.0
4134,2020-02-25,Colombia,4.5709,-74.2973,0,Colombia,-77754.0,-1.0
4286,2020-02-26,Colombia,4.5709,-74.2973,0,Colombia,-78166.0,-1.0
4438,2020-02-27,Colombia,4.5709,-74.2973,0,Colombia,-78600.0,-1.0
4590,2020-02-28,Colombia,4.5709,-74.2973,0,Colombia,-78928.0,-1.0
4742,2020-02-29,Colombia,4.5709,-74.2973,0,Colombia,-79356.0,-1.0
5958,2020-03-01,Colombia,4.5709,-74.2973,0,Colombia,-79932.0,-1.0
7326,2020-03-02,Colombia,4.5709,-74.2973,0,Colombia,-80136.0,-1.0
7478,2020-03-03,Colombia,4.5709,-74.2973,0,Colombia,-80261.0,-1.0
7630,2020-03-04,Colombia,4.5709,-74.2973,0,Colombia,-80386.0,-1.0
7782,2020-03-05,Colombia,4.5709,-74.2973,0,Colombia,-80537.0,-1.0
7934,2020-03-06,Colombia,4.5709,-74.2973,1,Colombia,-80689.0,-0.9999876068905689
8086,2020-03-07,Colombia,4.5709,-74.2973,1,Colombia,-80769.0,-0.9999876191655318
8238,2020-03-08,Colombia,4.5709,-74.2973,1,Colombia,-80822.0,-0.9999876272843127
8390,2020-03-09,Colombia,4.5709,-74.2973,1,Colombia,-80859.0,-0.9999876329458323
6110,2020-03-10,Colombia,4.5709,-74.2973,3,Colombia,-80884.0,-0.999962911221828
6262,2020-03-11,Colombia,4.5709,-74.2973,9,Colombia,-80912.0,-0.9998887804154669
6414,2020-03-12,Colombia,4.5709,-74.2973,9,Colombia,-80923.0,-0.9998887955320516
6566,2020-03-13,Colombia,4.5709,-74.2973,13,Colombia,-80932.0,-0.9998393971215023
6718,2020-03-14,Colombia,4.5709,-74.2973,22,Colombia,-80955.0,-0.9997283179174333
6870,2020-03-15,Colombia,4.5709,-74.2973,34,Colombia,-80969.0,-0.9995802624594151
7022,2020-03-16,Colombia,4.5709,-74.2973,54,Colombia,-80979.0,-0.9993336048276628
7174,2020-03-17,Colombia,4.5709,-74.2973,65,Colombia,-80993.0,-0.9991981050605739
31,2020-01-22,Congo (Brazzaville),-4.0383,21.7587,0,Congo (Brazzaville),0.0,
183,2020-01-23,Congo (Brazzaville),-4.0383,21.7587,0,Congo (Brazzaville),0.0,
335,2020-01-24,Congo (Brazzaville),-4.0383,21.7587,0,Congo (Brazzaville),0.0,
487,2020-01-25,Congo (Brazzaville),-4.0383,21.7587,0,Congo (Brazzaville),0.0,
639,2020-01-26,Congo (Brazzaville),-4.0383,21.7587,0,Congo (Brazzaville),0.0,
791,2020-01-27,Congo (Brazzaville),-4.0383,21.7587,0,Congo (Brazzaville),0.0,
943,2020-01-28,Congo (Brazzaville),-4.0383,21.7587,0,Congo (Brazzaville),0.0,
1095,2020-01-29,Congo (Brazzaville),-4.0383,21.7587,0,Congo (Brazzaville),0.0,
1247,2020-01-30,Congo (Brazzaville),-4.0383,21.7587,0,Congo (Brazzaville),0.0,
1399,2020-01-31,Congo (Brazzaville),-4.0383,21.7587,0,Congo (Brazzaville),0.0,
1551,2020-02-01,Congo (Brazzaville),-4.0383,21.7587,0,Congo (Brazzaville),0.0,
3223,2020-02-02,Congo (Brazzaville),-4.0383,21.7587,0,Congo (Brazzaville),0.0,
4895,2020-02-03,Congo (Brazzaville),-4.0383,21.7587,0,Congo (Brazzaville),0.0,
5047,2020-02-04,Congo (Brazzaville),-4.0383,21.7587,0,Congo (Brazzaville),0.0,
5199,2020-02-05,Congo (Brazzaville),-4.0383,21.7587,0,Congo (Brazzaville),0.0,
5351,2020-02-06,Congo (Brazzaville),-4.0383,21.7587,0,Congo (Brazzaville),0.0,
5503,2020-02-07,Congo (Brazzaville),-4.0383,21.7587,0,Congo (Brazzaville),0.0,
5655,2020-02-08,Congo (Brazzaville),-4.0383,21.7587,0,Congo (Brazzaville),0.0,
5807,2020-02-09,Congo (Brazzaville),-4.0383,21.7587,0,Congo (Brazzaville),0.0,
1703,2020-02-10,Congo (Brazzaville),-4.0383,21.7587,0,Congo (Brazzaville),0.0,
1855,2020-02-11,Congo (Brazzaville),-4.0383,21.7587,0,Congo (Brazzaville),0.0,
2007,2020-02-12,Congo (Brazzaville),-4.0383,21.7587,0,Congo (Brazzaville),0.0,
2159,2020-02-13,Congo (Brazzaville),-4.0383,21.7587,0,Congo (Brazzaville),0.0,
2311,2020-02-14,Congo (Brazzaville),-4.0383,21.7587,0,Congo (Brazzaville),0.0,
2463,2020-02-15,Congo (Brazzaville),-4.0383,21.7587,0,Congo (Brazzaville),0.0,
2615,2020-02-16,Congo (Brazzaville),-4.0383,21.7587,0,Congo (Brazzaville),0.0,
2767,2020-02-17,Congo (Brazzaville),-4.0383,21.7587,0,Congo (Brazzaville),0.0,
2919,2020-02-18,Congo (Brazzaville),-4.0383,21.7587,0,Congo (Brazzaville),0.0,
3071,2020-02-19,Congo (Brazzaville),-4.0383,21.7587,0,Congo (Brazzaville),0.0,
3375,2020-02-20,Congo (Brazzaville),-4.0383,21.7587,0,Congo (Brazzaville),0.0,
3527,2020-02-21,Congo (Brazzaville),-4.0383,21.7587,0,Congo (Brazzaville),0.0,
3679,2020-02-22,Congo (Brazzaville),-4.0383,21.7587,0,Congo (Brazzaville),0.0,
3831,2020-02-23,Congo (Brazzaville),-4.0383,21.7587,0,Congo (Brazzaville),0.0,
3983,2020-02-24,Congo (Brazzaville),-4.0383,21.7587,0,Congo (Brazzaville),0.0,
4135,2020-02-25,Congo (Brazzaville),-4.0383,21.7587,0,Congo (Brazzaville),0.0,
